videoID,startingTimeStamp,endingTimeStamp,is_anime,is_videoGame,is_fastRepetitiveMovement,is_cartoonCharacter,is_appearanceUnpleasant,is_violenceActivity,is_obscene,is_audio,is_loud,is_screaming,is_explosion,videoClass,audioClass
7d9bv2kUhu0,20,30,no,no,no,yes,yes,no,no,no,no,no,no,1,0
81J805iKM3E,0,10,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
81J805iKM3E,90,100,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
81J805iKM3E,80,90,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
81J805iKM3E,100,110,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
81J805iKM3E,30,40,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
9UTtT78gUU0,0,10,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
9UTtT78gUU0,90,100,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
9UTtT78gUU0,210,220,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
9UTtT78gUU0,400,410,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
9UTtT78gUU0,570,580,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
AaR2IigT8Y0,0,10,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
AaR2IigT8Y0,90,100,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
AaR2IigT8Y0,50,60,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
AaR2IigT8Y0,40,50,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
AaR2IigT8Y0,60,70,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
ADTYVyZX808,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
ADTYVyZX808,10,20,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
ADTYVyZX808,20,30,no,no,no,yes,yes,no,yes,yes,yes,no,no,1,1
ADTYVyZX808,30,40,no,no,no,yes,yes,no,yes,yes,yes,yes,no,1,1
ADTYVyZX808,40,50,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
aku7E0HJeho,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aku7E0HJeho,90,100,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aku7E0HJeho,50,60,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aku7E0HJeho,100,110,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aku7E0HJeho,110,120,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aySIKAURZKQ,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aySIKAURZKQ,10,20,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
aySIKAURZKQ,20,30,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
B84DTxlJUU0,0,10,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
B84DTxlJUU0,90,100,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
B84DTxlJUU0,80,90,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
B84DTxlJUU0,180,190,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
B84DTxlJUU0,50,60,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
BDIN1vAQDSU,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
BJC2g82pTdQ,0,10,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
BJC2g82pTdQ,10,20,no,no,no,yes,no,no,no,yes,no,no,no,0,0
BJC2g82pTdQ,20,30,no,no,no,no,no,no,no,yes,yes,no,no,0,0
Bp73iQLiuso,0,10,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
Bp73iQLiuso,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
Bp73iQLiuso,30,40,no,no,no,yes,yes,no,no,yes,yes,yes,no,1,1
J0T_AdzOBU0,90,100,no,not-sure,yes,no,no,no,no,yes,no,no,no,0,0
J0T_AdzOBU0,60,70,no,no,yes,no,no,no,no,yes,no,no,no,0,0
J0T_AdzOBU0,110,120,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
J0T_AdzOBU0,130,140,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
j2jTP6PIXnE,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
j2jTP6PIXnE,90,100,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
j2jTP6PIXnE,220,230,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
j2jTP6PIXnE,110,120,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
j2jTP6PIXnE,310,320,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
J9gZfp6B1vg,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
J9gZfp6B1vg,90,100,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
J9gZfp6B1vg,40,50,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
J9gZfp6B1vg,20,30,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
J9gZfp6B1vg,50,60,no,yes,yes,yes,yes,no,no,yes,yes,no,no,1,1
je0LJVg8z5M,0,10,no,yes,no,yes,no,no,no,yes,yes,no,no,0,1
je0LJVg8z5M,90,100,no,yes,no,yes,no,no,no,yes,yes,no,no,0,1
je0LJVg8z5M,340,350,no,yes,no,yes,no,no,no,yes,yes,no,no,0,1
je0LJVg8z5M,280,290,no,yes,no,yes,no,no,no,yes,yes,no,no,0,1
je0LJVg8z5M,80,90,no,yes,no,yes,no,no,no,yes,yes,no,no,0,1
juL8hao1clE,0,10,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
K-WX12sjTec,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
K4i0KBMNUE0,0,10,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,1
K4i0KBMNUE0,90,100,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
K4i0KBMNUE0,60,70,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,1
K4i0KBMNUE0,10,20,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,1
K4i0KBMNUE0,40,50,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,1
K7Oi90SVIw4,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
K7Oi90SVIw4,10,20,no,no,no,no,no,no,no,no,no,no,no,0,0
K7Oi90SVIw4,20,30,no,no,no,no,no,no,no,no,no,no,no,0,0
kmuuL2Cy33c,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
kmuuL2Cy33c,90,100,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
kmuuL2Cy33c,10,20,no,yes,yes,yes,no,yes,no,yes,yes,no,no,1,1
kmuuL2Cy33c,100,110,no,yes,yes,yes,no,no,no,yes,no,no,no,1,0
kmuuL2Cy33c,70,80,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,1,1
knCidcV8q3c,0,10,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
knCidcV8q3c,10,20,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
knCidcV8q3c,20,30,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
knCidcV8q3c,30,40,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
kqZoMvxoGLI,0,10,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
kqZoMvxoGLI,10,20,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
kqZoMvxoGLI,20,30,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
kqZoMvxoGLI,30,40,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
KUep8zsdg7w,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
KUep8zsdg7w,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
KUep8zsdg7w,120,130,no,no,no,yes,no,no,no,yes,no,no,no,0,0
KUep8zsdg7w,140,150,no,no,no,yes,no,no,no,no,no,no,no,0,0
KUep8zsdg7w,40,50,no,no,no,yes,no,no,no,yes,no,no,no,0,0
KyOVTHiC-5U,0,10,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
KyOVTHiC-5U,90,100,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
KyOVTHiC-5U,470,480,no,no,no,yes,no,no,no,yes,no,no,no,0,0
KyOVTHiC-5U,110,120,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
KyOVTHiC-5U,450,460,no,no,no,yes,no,no,no,yes,no,no,no,0,0
l1BOfDohuRo,0,10,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
l3HxtEB6eV8,0,10,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
LmfdxF04Gw0,0,10,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
LmfdxF04Gw0,990,1000,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
LmfdxF04Gw0,160,170,no,no,yes,yes,yes,no,no,yes,no,no,no,1,0
LmfdxF04Gw0,1110,1120,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
LmfdxF04Gw0,1120,1130,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
lU3VbM1n2_Y,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
lU3VbM1n2_Y,10,20,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
lU3VbM1n2_Y,20,30,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
lU3VbM1n2_Y,30,40,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
lU3VbM1n2_Y,40,50,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
m2w09S6dLxE,0,10,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
m2w09S6dLxE,50,60,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
m2w09S6dLxE,40,50,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
m2w09S6dLxE,10,20,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
m2w09S6dLxE,30,40,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
m80wAzhjzwk,0,10,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
mB2VgmgKaSc,0,10,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
mB2VgmgKaSc,10,20,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
mB2VgmgKaSc,20,30,no,no,no,no,no,no,no,yes,yes,no,no,0,0
mB2VgmgKaSc,30,40,no,no,no,yes,no,no,no,yes,no,no,no,0,0
mGKgkES9Ydc,0,10,no,yes,no,yes,yes,no,no,yes,no,no,no,1,0
mGKgkES9Ydc,990,1000,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,1,1
mGKgkES9Ydc,2550,2560,no,yes,yes,yes,yes,yes,no,yes,no,no,no,1,0
mGKgkES9Ydc,1590,1600,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,1,1
mGKgkES9Ydc,3480,3490,no,yes,no,yes,yes,no,no,yes,yes,no,no,1,1
MuZ5MNywiZ0,0,10,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
MuZ5MNywiZ0,50,60,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
MuZ5MNywiZ0,10,20,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
MuZ5MNywiZ0,30,40,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
MuZ5MNywiZ0,20,30,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
nBMzr4C3MHU,0,10,no,no,yes,yes,yes,yes,no,yes,yes,no,no,1,1
nBMzr4C3MHU,90,100,no,no,yes,yes,yes,yes,no,yes,yes,no,no,1,1
nBMzr4C3MHU,140,150,no,no,yes,yes,yes,yes,no,yes,yes,no,no,1,1
nBMzr4C3MHU,150,160,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
nBMzr4C3MHU,80,90,no,no,yes,yes,yes,yes,no,yes,yes,no,no,1,1
nefk3SwUGj8,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
nefk3SwUGj8,50,60,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
nefk3SwUGj8,30,40,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
nefk3SwUGj8,20,30,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
nefk3SwUGj8,10,20,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
Neofu0an9sc,0,10,no,no,no,yes,no,no,no,no,no,no,no,0,0
Neofu0an9sc,90,100,no,no,no,yes,no,yes,no,no,no,no,no,1,0
Neofu0an9sc,60,70,no,no,no,yes,no,no,no,no,no,no,no,0,0
Neofu0an9sc,130,140,no,no,no,yes,yes,no,no,no,no,no,no,1,0
Neofu0an9sc,110,120,no,no,no,yes,no,yes,no,no,no,no,no,1,0
NfDWWBYonjQ,0,10,no,no,no,yes,no,no,no,no,no,no,no,0,0
No0aA4AT0Pk,0,10,no,no,no,yes,yes,no,no,no,no,no,no,1,0
No0aA4AT0Pk,90,100,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
No0aA4AT0Pk,80,90,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
No0aA4AT0Pk,130,140,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
No0aA4AT0Pk,40,50,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
NTncyjsbOLE,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
NvN8j7HMjRo,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
NvN8j7HMjRo,90,100,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
NvN8j7HMjRo,80,90,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
NvN8j7HMjRo,20,30,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
NvN8j7HMjRo,30,40,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
n_WSrEIKybw,0,10,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
n_WSrEIKybw,90,100,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
n_WSrEIKybw,110,120,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
n_WSrEIKybw,210,220,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
n_WSrEIKybw,140,150,no,no,yes,yes,yes,no,no,yes,yes,no,no,1,1
obxlmvpE2B8,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
obxlmvpE2B8,50,60,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
obxlmvpE2B8,30,40,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
obxlmvpE2B8,20,30,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
obxlmvpE2B8,40,50,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
oEaaVETzLO0,0,10,no,no,no,no,no,no,no,yes,yes,no,no,0,0
oEaaVETzLO0,10,20,no,no,no,no,no,no,no,yes,yes,no,no,0,0
Olrg8p8sZco,0,10,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
Olrg8p8sZco,80,90,no,no,no,yes,yes,no,no,no,no,no,no,1,0
tcXopU-PvDk,0,10,no,no,yes,no,no,no,no,no,no,no,no,0,0
TEsk860gejY,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
thDBzzKr5W0,0,10,yes,yes,no,yes,no,no,no,no,no,no,no,0,0
thDBzzKr5W0,90,100,yes,yes,no,yes,no,no,no,no,no,no,no,0,0
thDBzzKr5W0,270,280,no,yes,no,no,no,no,no,no,no,no,no,0,0
thDBzzKr5W0,290,300,no,yes,no,no,no,no,no,no,no,no,no,0,0
thDBzzKr5W0,100,110,no,no,no,no,no,no,no,no,no,no,no,0,0
TknLUUecbnM,1040,1050,no,yes,no,no,no,no,no,yes,no,no,no,0,0
TknLUUecbnM,990,1000,no,yes,no,no,no,no,no,yes,yes,yes,no,0,1
TknLUUecbnM,2640,2650,no,yes,yes,yes,no,no,no,yes,no,yes,no,1,1
TknLUUecbnM,6280,6290,no,no,no,yes,no,no,no,yes,no,no,no,0,0
TknLUUecbnM,3640,3650,no,yes,no,no,no,no,no,yes,no,no,no,0,0
tPin15TEF7s,0,10,no,no,no,yes,yes,no,no,yes,yes,no,no,1,1
TT13T4AhocE,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
TT13T4AhocE,90,100,yes,no,no,yes,yes,yes,yes,no,no,no,no,0,0
TT13T4AhocE,20,30,no,no,no,yes,yes,yes,yes,no,no,no,no,1,0
TT13T4AhocE,60,70,yes,no,no,no,no,no,no,yes,no,yes,no,0,0
TT13T4AhocE,50,60,no,no,no,no,no,no,no,yes,no,no,no,0,0
uGaY1Eu710c,0,10,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,0,0
uGaY1Eu710c,90,100,no,no,no,no,no,no,no,yes,no,no,no,0,0
uGaY1Eu710c,50,60,no,no,no,no,no,no,no,yes,no,no,no,0,0
uGaY1Eu710c,10,20,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,1,1
uGaY1Eu710c,30,40,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
UJjnW_lgN20,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
UJjnW_lgN20,90,100,yes,no,no,yes,no,no,no,no,no,no,no,0,0
UJjnW_lgN20,130,140,yes,no,no,yes,no,no,no,no,no,no,no,0,0
UJjnW_lgN20,180,190,yes,no,yes,yes,no,no,no,yes,no,no,no,0,0
UJjnW_lgN20,140,150,yes,no,no,yes,no,no,no,yes,no,no,no,0,0
uk0rj0osKEE,0,10,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
uk0rj0osKEE,90,100,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,0,0
uk0rj0osKEE,180,190,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
uk0rj0osKEE,440,450,yes,yes,no,yes,no,no,no,yes,no,no,no,0,0
uk0rj0osKEE,80,90,no,yes,no,no,no,no,no,yes,no,yes,no,0,1
Ut_kbGW5S3U,0,10,yes,no,yes,no,no,no,no,yes,not-sure,no,no,0,0
Ux3TfDBkVfI,0,10,no,yes,not-sure,no,no,no,no,yes,not-sure,no,no,0,0
Ux3TfDBkVfI,90,100,yes,no,no,no,no,no,no,yes,no,no,no,0,0
Ux3TfDBkVfI,110,120,yes,no,not-sure,no,no,no,no,no,no,no,no,0,0
Ux3TfDBkVfI,130,140,no,no,yes,no,no,no,no,no,no,no,no,0,0
Ux3TfDBkVfI,240,250,no,no,yes,no,no,no,no,yes,no,no,no,0,0
uzO2iR6YSMQ,0,10,yes,no,yes,no,no,no,no,yes,no,no,no,0,0
uzO2iR6YSMQ,10,20,yes,yes,yes,no,no,no,no,no,no,no,no,0,0
uzO2iR6YSMQ,20,30,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,0,0
uzO2iR6YSMQ,30,40,yes,no,yes,yes,yes,no,yes,yes,no,no,no,0,0
uzO2iR6YSMQ,40,50,no,yes,no,no,no,no,no,yes,not-sure,no,no,0,0
v0xLr8UohXE,0,10,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,0,0
VCEYUUSVzVE,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
VHIixy24DZw,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
VHIixy24DZw,10,20,no,yes,yes,yes,yes,no,no,no,no,no,no,1,0
VHIixy24DZw,20,30,no,no,no,yes,yes,no,no,yes,no,no,no,1,0
vKlvsBiNOxE,0,10,no,yes,no,no,no,no,no,yes,no,no,no,0,0
vKlvsBiNOxE,10,20,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
vKlvsBiNOxE,20,30,no,yes,no,no,no,no,no,yes,not-sure,no,no,0,0
VQ7GLnRaeHM,0,10,yes,no,no,yes,yes,no,no,yes,no,no,no,0,0
VQ7GLnRaeHM,90,100,yes,no,no,yes,no,yes,no,yes,yes,yes,no,0,0
VQ7GLnRaeHM,140,150,yes,no,no,yes,no,yes,no,yes,no,no,no,0,0
